sentence_id,sentence,Triplets,True Triplets
16,"game wont load past warning screan, i've tried everything, making sure computer is updated, varified files, restarted computer many a time, uninstalled and reinstalled.","[{'Aspect': 'books', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'books', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'patches.', 'Opinion': 'try', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'stops', 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'Shader', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'symbol', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'keyboard.', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'mouse', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'dialog box', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'hogwarts', 'Opinion': 'lowest', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': 'Crashes', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': ""can't get"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'game', 'Opinion': 'varified', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'varified', 'Polarity': 'Neutral'}]",[]
16,"game wont load past warning screan, i've tried everything, making sure computer is updated, varified files, restarted computer many a time, uninstalled and reinstalled.","[{'Aspect': 'books', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'books', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'patches.', 'Opinion': 'try', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'stops', 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'Shader', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'symbol', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'keyboard.', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'mouse', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'dialog box', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'hogwarts', 'Opinion': 'lowest', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': 'Crashes', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': ""can't get"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'game', 'Opinion': 'varified', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'varified', 'Polarity': 'Neutral'}]",[]
16,"game wont load past warning screan, i've tried everything, making sure computer is updated, varified files, restarted computer many a time, uninstalled and reinstalled.","[{'Aspect': 'books', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'books', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'patches.', 'Opinion': 'try', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'stops', 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'Shader', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'symbol', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'keyboard.', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'mouse', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'dialog box', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'hogwarts', 'Opinion': 'lowest', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': 'Crashes', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': ""can't get"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'game', 'Opinion': 'varified', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'varified', 'Polarity': 'Neutral'}]",[]
16,"game wont load past warning screan, i've tried everything, making sure computer is updated, varified files, restarted computer many a time, uninstalled and reinstalled.","[{'Aspect': 'books', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'books', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'patches.', 'Opinion': 'try', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'stops', 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'Shader', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'symbol', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'keyboard.', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'mouse', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'dialog box', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'hogwarts', 'Opinion': 'lowest', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': 'Crashes', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': ""can't get"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'game', 'Opinion': 'varified', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'varified', 'Polarity': 'Neutral'}]",[]
16,"game wont load past warning screan, i've tried everything, making sure computer is updated, varified files, restarted computer many a time, uninstalled and reinstalled.","[{'Aspect': 'books', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'books', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'patches.', 'Opinion': 'try', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'stops', 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'Shader', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'symbol', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'keyboard.', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'mouse', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'dialog box', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'hogwarts', 'Opinion': 'lowest', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': 'Crashes', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': ""can't get"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'game', 'Opinion': 'varified', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'varified', 'Polarity': 'Neutral'}]",[]
16,"game wont load past warning screan, i've tried everything, making sure computer is updated, varified files, restarted computer many a time, uninstalled and reinstalled.","[{'Aspect': 'books', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'books', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'patches.', 'Opinion': 'try', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'stops', 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'Shader', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'symbol', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'keyboard.', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'mouse', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'dialog box', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'hogwarts', 'Opinion': 'lowest', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': 'Crashes', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': ""can't get"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'game', 'Opinion': 'varified', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'varified', 'Polarity': 'Neutral'}]",[]
16,"game wont load past warning screan, i've tried everything, making sure computer is updated, varified files, restarted computer many a time, uninstalled and reinstalled.","[{'Aspect': 'books', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'books', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'patches.', 'Opinion': 'try', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'stops', 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'Shader', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'symbol', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'keyboard.', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'mouse', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'dialog box', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'hogwarts', 'Opinion': 'lowest', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': 'Crashes', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': ""can't get"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'game', 'Opinion': 'varified', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'varified', 'Polarity': 'Neutral'}]",[]
16,"game wont load past warning screan, i've tried everything, making sure computer is updated, varified files, restarted computer many a time, uninstalled and reinstalled.","[{'Aspect': 'books', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'books', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'patches.', 'Opinion': 'try', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'stops', 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'Shader', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'symbol', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'keyboard.', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'mouse', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'dialog box', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'hogwarts', 'Opinion': 'lowest', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': 'Crashes', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': ""can't get"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'game', 'Opinion': 'varified', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'varified', 'Polarity': 'Neutral'}]",[]
16,"game wont load past warning screan, i've tried everything, making sure computer is updated, varified files, restarted computer many a time, uninstalled and reinstalled.","[{'Aspect': 'books', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'books', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'patches.', 'Opinion': 'try', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'stops', 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'Shader', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'symbol', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'keyboard.', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'mouse', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'dialog box', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'hogwarts', 'Opinion': 'lowest', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': 'Crashes', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': ""can't get"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'game', 'Opinion': 'varified', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'varified', 'Polarity': 'Neutral'}]",[]
16,"game wont load past warning screan, i've tried everything, making sure computer is updated, varified files, restarted computer many a time, uninstalled and reinstalled.","[{'Aspect': 'books', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'books', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'patches.', 'Opinion': 'try', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'stops', 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'Shader', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'symbol', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'keyboard.', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'mouse', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'dialog box', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'hogwarts', 'Opinion': 'lowest', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': 'Crashes', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': ""can't get"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'game', 'Opinion': 'varified', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'varified', 'Polarity': 'Neutral'}]",[]
16,"game wont load past warning screan, i've tried everything, making sure computer is updated, varified files, restarted computer many a time, uninstalled and reinstalled.","[{'Aspect': 'books', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'books', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'enjoyed', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'eager', 'Polarity': 'Positive'}, {'Aspect': 'patches.', 'Opinion': 'try', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'stops', 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'Shader', 'Opinion': 'crashing', 'Polarity': 'Negative'}, {'Aspect': 'symbol', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'keyboard.', 'Opinion': 'weird', 'Polarity': 'Negative'}, {'Aspect': 'mouse', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'dialog box', 'Opinion': ""Can't use"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'game', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'played', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': 'high', 'Polarity': 'Positive'}, {'Aspect': 'settings', 'Opinion': '4K.', 'Polarity': 'Positive'}, {'Aspect': 'hogwarts', 'Opinion': 'lowest', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': 'Crashes', 'Polarity': 'Negative'}, {'Aspect': 'loading screen', 'Opinion': ""can't get"", 'Polarity': 'Negative'}, {'Aspect': 'game', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'game', 'Opinion': 'varified', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'updated,', 'Polarity': 'Neutral'}, {'Aspect': 'files,', 'Opinion': 'varified', 'Polarity': 'Neutral'}]",[]
